record_id,model_order,model_label,provider,model_id,review_type,objective_category,objective_category_source,icd11_pain_category,musculoskeletal_flag,bps_function,bio_mentioned,psych_mentioned,social_mentioned,quality_assessment_reported,psychological_concepts_detected,theoretical_frameworks_detected,conceptual_problem_flags,provisional_typology,stage3_candidate,stage3_priority,coding_rationale,coding_method,llm_model
A055_40589056,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,mixed,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,yes,yes,yes,no,stress | post-traumatic stress disorder | cognitive behavioral therapy,biopsychosocial approach | polytrauma clinical triad,none,potential integrative signal,yes,medium,"PCT review links mechanisms, PTSD/TBI, CBT, rehab, shared decisions and multimodal care; BPS justifies intervention and signals integrated cross-domain care, though MSK focus is not specified.",llm_structured,nex-agi/nex-n2-mini
A056_40581443,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,yes,yes,yes,no,stress | distress,biopsychosocial approach,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,medium,"Clinical rehabilitation review uses BPS as rationale for multidisciplinary care; pharmacology, psychologists, and family/caseworkers indicate all domains, but mainly parallel, with no integration mechanism.",llm_structured,nex-agi/nex-n2-mini
A057_40566105,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,yes,yes,yes,no,pain beliefs | readiness-to-change,general systems theory | ecological systems theory | biopsychosocial model,none,potential integrative signal,yes,medium,"Narrative review of PNE/OUD in chronic pain uses systems/ecological and BPS frameworks; bio, psych, and social content are substantive and linked as interacting subsystems, but condition family/musculoskeletal scope are unspecified.",llm_structured,nex-agi/nex-n2-mini
A058_40563913,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,background framing,yes,yes,no,no,coping | stress | fear | posttraumatic stress disorder | psychological control,biopsychosocial model,missing_social | mechanistic_absence | parallel_listing_without_integration,pseudo-bps or partial signal,yes,medium,"Scoping review of neurobiology and sensitization in chronic pain, PTSD, and MTBI; BPS appears only as background causal framing with no social domain.",llm_structured,nex-agi/nex-n2-mini
A059_40526682,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic postsurgical or posttraumatic pain,unclear,intervention rationale,yes,yes,yes,no,psychological functioning,biopsychosocial model,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,medium,"Combat-trauma chronic pain prevention review; BPS supports multidisciplinary prevention and restoration of physical, psychological, and social functioning, but integration is not specified.",llm_structured,nex-agi/nex-n2-mini
A060_40522393,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic primary pain,unclear,conclusion,yes,yes,yes,no,self-efficacy | pain-fear-pain cycle,biopsychosocial model,parallel_listing_without_integration | tokenistic_bps,pseudo-bps or partial signal,yes,medium,"Nociplastic/chronic primary pain review of PRT; bio and psych are substantive, social content is only implementation resources. BPS is aspirational and not integrated.",llm_structured,nex-agi/nex-n2-mini
A061_40508951,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,other evidence synthesis,clinical,llm_structured,mixed or unspecified chronic pain,unclear,background framing,no,yes,no,no,neurocognitive impairments | attention | executive function | learning | memory | engagement | motivation,biopsychosocial model,missing_social | missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,"Transdiagnostic chronic pain review focused on neurocognitive impairment and XR rehabilitation; BPS is background framing, with psychological content but no substantive social or biological mechanisms.",llm_structured,nex-agi/nex-n2-mini
A062_40495824,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,yes,no,no,no,,biomedical model | biopsychosocial model | functional model | functional medicine,vague_definition | missing_social | parallel_listing_without_integration,pseudo-bps or partial signal,yes,medium,"Narrative chronic-pain review proposes an integrated functional model; BPS is central but psych/social domains are absent, with only biological/functional content substantive.",llm_structured,nex-agi/nex-n2-mini
A063_40473903,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,methodological,llm_structured,mixed or unspecified chronic pain,unclear,background framing,no,yes,no,no,coping | hope | suffering | meaning | emptiness | spirituality | religiosity,,tokenistic_bps | missing_biology | missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,"Scoping review of Spanish pain assessment scales with BPS-spiritual framing; spiritual/psychological concepts appear, but biological and social domain content are absent.",llm_structured,nex-agi/nex-n2-mini
A064_40470451,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,systematic review,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,explanatory framework,yes,yes,yes,no,mental well-being | mental health,biopsychosocial model,parallel_listing_without_integration,multifactorial signal,yes,high,"Direct chronic low back pain review; BPS factors, mental health, rural access, culture, and OMT outcomes are all substantively discussed, but domains remain parallel rather than integrated.",llm_structured,nex-agi/nex-n2-mini
A065_40441869,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,organizing principle,no,yes,yes,no,patient participation | self-management | empowerment | knowledge,biopsychosocial approach | person-centered care,vague_definition | missing_biology | mechanistic_absence | parallel_listing_without_integration,pseudo-bps or partial signal,yes,medium,"Generic chronic pain pathway uses BPS as an organizing assessment/treatment approach; psychosocial/social elements are substantive, but biology is not specified and domains are not integrated, so MSK relevance remains possible.",llm_structured,nex-agi/nex-n2-mini
A066_40300000,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,systematic review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,no,yes,yes,yes,depression | anxiety,biopsychosocial model,missing_biology,pseudo-bps or partial signal,yes,medium,"BPS is invoked to explain chronic pain, but the review focuses on social support, pain interference, quality of life, depression, and anxiety. Biology is absent, so this is a partial BPS signal.",llm_structured,nex-agi/nex-n2-mini
A067_40276470,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,yes,rhetorical label,yes,yes,no,no,cognitive dysfunction,,tokenistic_bps | missing_social | vague_definition,pseudo-bps or partial signal,yes,high,"Narrative review of chronic pain disorders with WAD/musculoskeletal pain. BPS is mainly a label; neurophysiology and cognitive dysfunction are substantive, social content absent, yielding a partial BPS signal.",llm_structured,nex-agi/nex-n2-mini
A068_40248751,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,yes,yes,yes,no,stress | stress management | mind-body techniques,biopsychosocial model | lifestyle medicine,none,potential integrative signal,yes,medium,"BPS explains chronic pain via biological, psychological, and social factors; lifestyle medicine and telemedicine frame clinical management. Domains are substantive; no MSK condition specified, so MSK relevance remains unclear.",llm_structured,nex-agi/nex-n2-mini
A069_40121905,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,background framing,yes,yes,no,no,acceptance | protective behavior | pain-related fear | fear of movement-related pain | avoidance behavior,biopsychosocial model | biomedical model | fear learning | associative learning | behavioral framework,tokenistic_bps | missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,"Chronic musculoskeletal pain and clinical implementation. BPS is invoked for model-of-care context, but substantive domains are mainly fear/avoidance/learning; no social content, so partial BPS signal.",llm_structured,nex-agi/nex-n2-mini
A070_40107166,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,systematic review,clinical,llm_structured,chronic primary pain,yes,organizing principle,yes,yes,yes,yes,emotions | beliefs,biopsychosocial framework,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,"Direct chronic primary neck pain RCT review; BPS organizes outcomes across pain sensitivity, emotions, beliefs, and social participation, but domains are listed rather than integrated.",llm_structured,nex-agi/nex-n2-mini
A071_40101218,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,systematic review,epidemiological,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,no,yes,yes,yes,mental disorders | mental burden,biopsychosocial model,vague_definition | tokenistic_bps | missing_biology | parallel_listing_without_integration | mechanistic_absence,rhetorical label signal,yes,medium,Epidemiological prevalence review of mixed chronic pain; sociodemographic and clinical features support multicomponent care via an undeveloped BPS reference. Biology is absent; psychosocial domains are listed rather than integrated.,llm_structured,nex-agi/nex-n2-mini
A072_39935669,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,intervention rationale,yes,yes,no,no,cognition | mood disturbances,biopsychosocial model,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,"Fibromyalgia is musculoskeletal; BPS supports personalized multimodal treatment, but social content is absent and biological/psychological mechanisms dominate.",llm_structured,nex-agi/nex-n2-mini
A073_39932615,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,yes,yes,no,no,stress,biopsychosocial model of pain,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,"Review of wearable monitoring in unspecified chronic pain frames BPS mainly to justify functional outcome tracking; biological and psychological domains are present, social domain absent, so partial BPS signal.",llm_structured,nex-agi/nex-n2-mini
A074_39925269,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,no,intervention rationale,yes,yes,no,no,depression | anxiety | stress | distress | avoidance | addiction | self-defeating behaviors | cognitions | cognitive behavioral approaches,biopsychosocial model,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,"BPS used to justify multimodal PAD pain management; biological and psychological mechanisms are substantive, social domain absent, with little integration; PAD is vascular rather than MSK.",llm_structured,nex-agi/nex-n2-mini
A075_39909545,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,mixed,llm_structured,chronic postsurgical or posttraumatic pain,no,explanatory framework,yes,yes,yes,no,catastrophizing | depression | anxiety | stress | resilience | somatization | sleep disturbance | cognitive-behavioral therapy | stress reduction,biopsychosocial model,none,potential integrative signal,no,low,"Postsurgical pain review explicitly uses BPS to explain CPSP risk phenotypes across biological, psychological, and social domains and personalize prevention; no quality appraisal; not musculoskeletal.",llm_structured,nex-agi/nex-n2-mini
A076_39909544,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,meta-analysis,epidemiological,llm_structured,chronic postsurgical or posttraumatic pain,no,background framing,no,yes,yes,yes,catastrophizing | fear-avoidance | depression | anxiety | child anxiety | pain-related anxiety | fear avoidance | pain catastrophizing | depressive symptoms | sleep disturbance,interpersonal fear avoidance model,tokenistic_bps | missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,"Meta-analysis of pediatric CPSP prognostic factors; psychosocial constructs and fear-avoidance model are prominent, but BPS is background only and no substantive biology is presented.",llm_structured,nex-agi/nex-n2-mini
A077_39892286,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,yes,yes,yes,no,coping | active coping | self-management,biopsychosocial model,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,medium,"BPS model is framed as rationale for chronic pain care implementation, with biological, psychological, and social assessment but no integration mechanism. Chronic pain is unspecified, so musculoskeletal relevance remains unclear.",llm_structured,nex-agi/nex-n2-mini
A078_39809241,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,unclear,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,yes,yes,yes,no,stress | mental disorders | personal distress | hyperawareness | vulnerability,biopsychosocial framework,none,potential integrative signal,yes,medium,"Somatic symptoms include chronic pain but no MSK condition; BPS domains are substantively represented with neurobiological mechanisms, hyperawareness, and cultural/healthcare factors.",llm_structured,nex-agi/nex-n2-mini
A079_39777687,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,unclear,no,intervention rationale,yes,no,no,no,,biopsychosocial model,tokenistic_bps | missing_social | vague_definition | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,"Narrative review of acute cancer pain; BPS appears only as an undefined treatment-structure recommendation. Biology is substantive, but psychological and social domains are absent, so it is not a musculoskeletal integrative signal.",llm_structured,nex-agi/nex-n2-mini
A080_39673183,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,organizing principle,no,no,no,no,coping,,tokenistic_bps | missing_social | missing_biology | mechanistic_absence | parallel_listing_without_integration,pseudo-bps or partial signal,yes,medium,"Scoping review of mind-body therapies for persistent post-stroke pain uses BPS mainly as an outcome label, with no substantive bio/psych/social details; post-stroke pain is mixed/unspecified and MSK relevance unclear.",llm_structured,nex-agi/nex-n2-mini
A081_39395567,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,other evidence synthesis,mixed,llm_structured,mixed or unspecified chronic pain,unclear,background framing,no,yes,yes,no,depression | pain concept/knowledge | depressive feelings | negative emotional feelings,biopsychosocial model,missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,"Pediatric chronic pain is unspecified and may include MSK; BPS is title-framed, but abstract gives psych/social factors and school absence rather than biological content; factors are listed, not integrated.",llm_structured,nex-agi/nex-n2-mini
A082_39326720,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,intervention rationale,yes,yes,yes,no,coping | active coping | behavior change determinants | cognitive-emotional processes | cognitive skill training,intervention logic model,none,potential integrative signal,yes,high,"Musculoskeletal chronic pain review with a PIPT intervention logic model integrating physical, cognitive-emotional, behavioral, and sociocultural elements for culturally tailored treatment.",llm_structured,nex-agi/nex-n2-mini
A083_39266222,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,conceptual,llm_structured,chronic postsurgical or posttraumatic pain,unclear,explanatory framework,yes,yes,no,no,catastrophizing | depression | mental health disorders,biopsychosocial model,missing_social | parallel_listing_without_integration,pseudo-bps or partial signal,yes,medium,"Narrative review distinguishes CPSP from PPOU; BPS is applied to CPSP risk factors with psych content but no substantive social content, so partial BPS signal.",llm_structured,nex-agi/nex-n2-mini
A084_39237359,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,conceptual,llm_structured,chronic secondary headache or orofacial pain,yes,organizing principle,yes,yes,yes,no,stress | psychological distress,,none,potential integrative signal,yes,high,"TMD is orofacial musculoskeletal pain; abstract integrates biological, psychological, and sexual/relational domains, but does not name a BPS model or quality appraisal.",llm_structured,nex-agi/nex-n2-mini
A085_38856092,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,other evidence synthesis,methodological,llm_structured,mixed or unspecified chronic pain,unclear,unclear,no,yes,no,yes,cognitive limitations,,parallel_listing_without_integration | mechanistic_absence | missing_biology | missing_social,pseudo-bps or partial signal,yes,medium,No explicit BPS; abstract mentions cognitive limitations but lacks biological/social content or integration.,llm_structured,nex-agi/nex-n2-mini
A086_39834401,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,clinical,llm_structured,chronic primary pain,yes,explanatory framework,yes,yes,no,no,coping | affect | exercise adherence,biopsychosocial framework of chronic pain,missing_social,pseudo-bps or partial signal,yes,high,"Fibromyalgia scoping review on exercise uses the Biopsychosocial Framework to organize affect, neuroinflammation, and adherence; social domain is absent despite BPS language.",llm_structured,nex-agi/nex-n2-mini
A087_39652850,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,methodological,llm_structured,mixed or unspecified chronic pain,yes,rhetorical label,yes,yes,yes,no,coping | behavior | adherence | healthy lifestyle habits,,tokenistic_bps | vague_definition,rhetorical label signal,yes,high,"Broad chronic-disease scoping review includes chronic pain/musculoskeletal clusters. BPS appears only as an outcome label, with no analytic integration.",llm_structured,nex-agi/nex-n2-mini
A088_39639261,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,intervention rationale,yes,yes,yes,no,psychological health | psychosocial risk factors | yellow flags | health literacy,biopsychosocial model,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,"Direct chronic musculoskeletal/orthopaedic care review; BPS frames implementation of psychosocial care. Physical, psychological, and social domains appear, but mainly as parallel implementation factors without explicit integration mechanisms.",llm_structured,nex-agi/nex-n2-mini
A089_39629040,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,organizing principle,yes,no,no,no,,biopsychosocial models,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,"General chronic pain mechanisms review; BPS is invoked alongside molecular/precision-medicine framing but psychosocial domains are absent, so it is a partial BPS signal and musculoskeletal relevance remains unclear.",llm_structured,nex-agi/nex-n2-mini
A090_39624230,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,mixed,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,yes,yes,yes,no,catastrophizing | fear-avoidance | stress | fear avoidance | hypervigilance,,none,potential integrative signal,yes,medium,"Unspecified chronic pain review; BPS used to justify holistic multimodal management, with substantive biology, psychology, and social determinants and cross-domain vicious-cycle framing; no MSK condition specified.",llm_structured,nex-agi/nex-n2-mini
A091_39468650,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,conceptual,llm_structured,chronic primary pain,yes,organizing principle,yes,yes,yes,no,fear-avoidance | coping | depression | anxiety | illness perception | stress | psychological distress | alexithymia | kinesiophobia | anger | suicidal risk,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Fibromyalgia and chronic primary low back pain are musculoskeletal-relevant. BPS domains are substantively present but compared in parallel without integration.,llm_structured,nex-agi/nex-n2-mini
A092_39445931,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,yes,yes,no,no,acceptance | stress | psychological factors | mental health conditions | cognitive behavioral therapy | acceptance and commitment therapy | mindfulness-based stress reduction | mindfulness meditation | self-management | relaxation response | pain neuroscience education | biofeedback | hypnosis | integrative psychological treatment,biopsychosocial treatment model,tokenistic_bps | missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,"BPS is invoked as a treatment guide, but the abstract only elaborates psychological factors/treatments for unspecified chronic pain; pain neuroscience/centralized pain give limited biological content, with no social content.",llm_structured,nex-agi/nex-n2-mini
A093_39445929,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic neuropathic pain,no,background framing,yes,yes,yes,no,opioid use disorder | patient education,biopsychosocial model | biomedical model,tokenistic_bps | parallel_listing_without_integration | vague_definition,rhetorical label signal,no,low,"Neuropathic pain opioid/cannabinoid review uses BPS mainly as background for non-opioid multimodal care; bio, psych, and social/policy content appear, but BPS is not operationalized or integrated.",llm_structured,nex-agi/nex-n2-mini
A094_39434197,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,systematic review,clinical,llm_structured,chronic postsurgical or posttraumatic pain,yes,intervention rationale,yes,yes,yes,no,sense of control | expectations | mental health,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,"Orthopaedic postsurgical pain review with biological, psychological, and healthcare-context factors for pain management; BPS mainly justifies multimodal care, but domains are listed rather than integrated.",llm_structured,nex-agi/nex-n2-mini
A095_39353110,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,intervention rationale,yes,yes,yes,no,catastrophizing | depression | anxiety | stress | chronic stress | pain catastrophizing,biopsychosocial approach,vague_definition | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,"CLBP is chronic secondary musculoskeletal pain; BPS is used to justify yoga as adjunctive care. Biology and psychology are substantive, social evidence is thin, and domains are listed rather than integrated.",llm_structured,nex-agi/nex-n2-mini
A096_39338018,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,no,yes,yes,no,,biopsychosocial model,tokenistic_bps | missing_biology | mechanistic_absence | parallel_listing_without_integration,pseudo-bps or partial signal,yes,medium,"Narrative treatment review of broad chronic non-malignant pain. BPS is invoked for multidisciplinary treatment, but biology is not substantively described and domains are listed rather than integrated.",llm_structured,nex-agi/nex-n2-mini
A097_39288670,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,background framing,yes,yes,no,no,coping | self-management | coping strategies,,tokenistic_bps | missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,"Scoping review maps PNE content; pain family unspecified and MSK relevance unclear. Abstract includes pain neurophysiology and coping/self-management, but only tokenistic BPS language with no substantive social domain.",llm_structured,nex-agi/nex-n2-mini
A098_39200209,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,narrative or expert review,conceptual,llm_structured,chronic primary pain,yes,explanatory framework,yes,yes,no,no,stress | attachment | stress intolerance,biopsychosocial model | stress intolerance syndrome,missing_social,pseudo-bps or partial signal,yes,high,"Fibromyalgia/central sensitivity syndromes are musculoskeletal and chronic primary pain. BPS is used as an explanatory model with biological and psychological mechanisms, but no substantive social content.",llm_structured,nex-agi/nex-n2-mini
A099_39199580,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,other evidence synthesis,clinical,llm_structured,chronic cancer-related pain,no,intervention rationale,yes,yes,no,no,coping | empowerment,biopsychosocial model,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,"Clinical review of PNE for breast cancer-related pain; BPS used to justify intervention. Biology/physical therapy and coping are substantive, social domain absent, so partial BPS signal; cancer pain is not musculoskeletal.",llm_structured,nex-agi/nex-n2-mini
A100_39073865,2,Nex-N2-Mini,Nex AGI,nex-agi/nex-n2-mini,scoping or mapping review,clinical,llm_structured,mixed or unspecified chronic pain,yes,intervention rationale,yes,yes,yes,yes,coping | psychological functioning | self-management,biopsychosocial model,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,"Scoping review of eHealth multimodal CNCP interventions in older adults; includes OA and chronic low back pain. BPS is used to justify physical plus psychosocial components, with all domains present but largely parallel.",llm_structured,nex-agi/nex-n2-mini
