record_id,model_order,model_label,provider,model_id,review_type,objective_category,objective_category_source,icd11_pain_category,musculoskeletal_flag,bps_function,bio_mentioned,psych_mentioned,social_mentioned,quality_assessment_reported,psychological_concepts_detected,theoretical_frameworks_detected,conceptual_problem_flags,provisional_typology,stage3_candidate,stage3_priority,coding_rationale,coding_method,llm_model
A058_40563913,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,yes,yes,no,no,coping | stress | fear | ptsd | psychological control,biopsychosocial model,missing_social,pseudo-bps or partial signal,yes,medium,"Scoping review of neurobiology of chronic pain, PTSD, MTBI. BPS invoked in conclusion as causal hypothesis. Biology and psychology present, social missing. Partial BPS signal.",llm_structured,deepseek/deepseek-v4-flash
A059_40526682,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,no,no,no,no,,biopsychosocial model,tokenistic_bps | vague_definition | missing_biology | missing_social,rhetorical label signal,yes,medium,"Narrative review of combat trauma pain prevention. BPS used as goal for multidisciplinary care without substantive biological, psychological, or social content. Typology: rhetorical label signal.",llm_structured,deepseek/deepseek-v4-flash
A060_40522393,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,conclusion,yes,yes,no,no,self-efficacy | fear,biopsychosocial model,tokenistic_bps | missing_social,pseudo-bps or partial signal,yes,medium,"BPS used as concluding remark; biological (central sensitization) and psychological (fear, self-efficacy) present but social absent; nociplastic pain context; narrative review.",llm_structured,deepseek/deepseek-v4-flash
A061_40508951,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,other evidence synthesis,clinical,llm_structured,mixed or unspecified chronic pain,unclear,background framing,no,yes,no,no,attention | executive function | learning | memory | engagement | motivation,biopsychosocial | transdiagnostic approach,missing_social | missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,BPS used as background framing; only psych domain substantive; missing bio and social; pseudo-bps signal. Mixed chronic pain; unclear musculoskeletal relevance. Medium priority.,llm_structured,deepseek/deepseek-v4-flash
A062_40495824,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,yes,no,no,no,,biopsychosocial model | biomedical model | functional model | bio-psycho-functional and social model,missing_social,pseudo-bps or partial signal,yes,medium,"Bio domain substantive (mesenchymal matrix, nutrition); psych and social absent. BPS used as explanatory framework but only partially substantiated. Conceptual objective, mixed unspecified pain, musculoskeletal relevance unclear.",llm_structured,deepseek/deepseek-v4-flash
A063_40473903,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,background framing,no,yes,no,no,coping | hope | suffering | meaning | prayer | faith | spirituality | religiousness,biopsychosocial-spiritual model | holistic view,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence | missing_biology | missing_social,pseudo-bps or partial signal,yes,medium,Scoping review on spirituality in pain scales; BPS label used but only spirituality assessed; biological and social domains absent; tokenistic BPS.,llm_structured,deepseek/deepseek-v4-flash
A064_40470451,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,systematic review,clinical,llm_structured,mixed or unspecified chronic pain,yes,explanatory framework,no,yes,yes,no,mental well-being | mental health,biopsychosocial model,missing_biology,multifactorial signal,yes,high,"All three domains mentioned but in parallel; BPS as explanatory framework for outcomes. Musculoskeletal pain, no quality assessment reported.",llm_structured,deepseek/deepseek-v4-flash
A065_40441869,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,yes,intervention rationale,no,no,yes,no,,biopsychosocial | person-centered care,tokenistic_bps | missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,BPS mentioned as measure but only social domain substantive; missing biology and psychology; tokenistic use.,llm_structured,deepseek/deepseek-v4-flash
A066_40300000,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,systematic review,clinical,llm_structured,mixed or unspecified chronic pain,yes,background framing,no,yes,yes,yes,depression | anxiety,biopsychosocial model,missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,BPS mentioned as background; review focuses on social support and psychological outcomes; biological domain absent; typology: pseudo-bps or partial signal.,llm_structured,deepseek/deepseek-v4-flash
A067_40276470,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,yes,rhetorical label,yes,no,no,no,,,tokenistic_bps | vague_definition | missing_social,rhetorical label signal,yes,high,"Narrative review using BPS only as a label critiqued for lacking biological findings. Biology substantive, psychology and social absent. Rhetorical label signal; low priority for full-text review.",llm_structured,deepseek/deepseek-v4-flash
A068_40248751,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,yes,explanatory framework,yes,yes,yes,no,stress | stress management | mind-body techniques | well-being,biopsychosocial model | lifestyle medicine,parallel_listing_without_integration,multifactorial signal,yes,high,BPS is an explanatory framework; all three domains substantively covered but treated in parallel. Narrative review of chronic pain management approaches.,llm_structured,deepseek/deepseek-v4-flash
A069_40121905,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,yes,background framing,yes,yes,no,no,acceptance | fear | avoidance behavior | fear of movement-related pain | protective behavior | associative learning,biopsychosocial model | biomedical model | fear learning | associative learning framework,parallel_listing_without_integration | mechanistic_absence | missing_social,pseudo-bps or partial signal,yes,high,BPS is background framing; social domain absent despite BPS language; bio and psych present; typology reflects missing social domain.,llm_structured,deepseek/deepseek-v4-flash
A070_40107166,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,systematic review,clinical,llm_structured,chronic primary pain,yes,organizing principle,yes,yes,yes,yes,pain-related emotions | pain-related beliefs,biopsychosocial model,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,"All three domains present (pain sensitivity, emotions/beliefs, social roles). BPS used as organizing principle for outcome selection. Multifactorial signal as domains listed in parallel without integration.",llm_structured,deepseek/deepseek-v4-flash
A071_40101218,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,systematic review,epidemiological,llm_structured,mixed or unspecified chronic pain,yes,policy/practice implication,no,yes,yes,yes,mental disorders,biopsychosocial model,tokenistic_bps | missing_biology | vague_definition,rhetorical label signal,yes,high,BPS appears only in conclusion as justification for multicomponent care. Biological domain absent; psychological and social present but not integrated. Tokenistic use with missing biology.,llm_structured,deepseek/deepseek-v4-flash
A072_39935669,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,chronic primary pain,yes,intervention rationale,yes,yes,no,no,mood disturbance | cognitive impairment,,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,Social domain absent despite BPS label; bio and psycho substantive. Typology: partial signal because BPS invoked but social missing.,llm_structured,deepseek/deepseek-v4-flash
A073_39932615,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,background framing,no,yes,no,no,stress | sleep,biopsychosocial model,vague_definition | tokenistic_bps | missing_social | missing_biology,rhetorical label signal,yes,medium,"BPS used as background framing; only psychological domain (stress, sleep) present; biological and social absent; BPS label is rhetorical; mixed/unspecified pain; low priority.",llm_structured,deepseek/deepseek-v4-flash
A074_39925269,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,no,intervention rationale,yes,yes,no,no,depression | anxiety | stress | distress | avoidance | deconditioning | addiction | self-defeating behaviors | cognitions,biopsychosocial model,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,"Social domain absent despite BPS framing; only biological and psychological substantive. Used as intervention rationale for multimodal treatment. PAD pain is vascular, not musculoskeletal.",llm_structured,deepseek/deepseek-v4-flash
A075_39909545,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,chronic postsurgical or posttraumatic pain,unclear,explanatory framework,yes,yes,yes,no,catastrophizing | depression | anxiety | stress | resilience | somatization | sleep disturbance,biopsychosocial model,none,potential integrative signal,yes,medium,"BPS model used as explanatory framework for CPSP variability; all three domains substantively present; narrative review; no quality assessment; specific to postsurgical pain, not musculoskeletal.",llm_structured,deepseek/deepseek-v4-flash
A076_39909544,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,meta-analysis,epidemiological,llm_structured,chronic postsurgical or posttraumatic pain,unclear,explanatory framework,no,yes,yes,yes,catastrophizing | fear-avoidance | depression | anxiety | pain-related anxiety | depressive symptoms | sleep disturbance,interpersonal fear avoidance model,missing_biology | parallel_listing_without_integration,pseudo-bps or partial signal,yes,medium,BPS as explanatory framework for pediatric CPSP prognosis. Biological content absent; psychological and social present. Missing biology and parallel listing indicate partial BPS use. Not specifically musculoskeletal.,llm_structured,deepseek/deepseek-v4-flash
A077_39892286,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,yes,intervention rationale,yes,yes,yes,no,coping | active coping | self-management,biopsychosocial model,none,potential integrative signal,yes,high,"Masterclass describes unit implementing BPS model with biological, psychological, social assessment; all domains substantive; integrative signal.",llm_structured,deepseek/deepseek-v4-flash
A078_39809241,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,conclusion,yes,yes,yes,no,stress | hyperawareness | vulnerability,biopsychosocial model,tokenistic_bps | vague_definition,rhetorical label signal,yes,medium,"BPS only in conclusion as a future direction; all three domains present but not integrated. Bio: neurobiological mechanisms; Psych: hyperawareness, mental disorders; Social: cultural factors. Pain unspecified mixed.",llm_structured,deepseek/deepseek-v4-flash
A079_39777687,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,unclear,no,conclusion,yes,no,no,no,,biopsychosocial model,tokenistic_bps | vague_definition | missing_social,rhetorical label signal,no,low,"Narrative review on acute cancer pain; BPS mentioned only in conclusion as treatment structure, without substantive psychological or social content; tokenistic use.",llm_structured,deepseek/deepseek-v4-flash
A080_39673183,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,conceptual,llm_structured,chronic neuropathic pain,no,organizing principle,no,no,no,no,coping,,vague_definition | tokenistic_bps | missing_biology | missing_social,rhetorical label signal,no,low,Abstract uses BPS as outcome label without substantive domain content; domains absent; rhetorical label signal; post-stroke pain not musculoskeletal.,llm_structured,deepseek/deepseek-v4-flash
A081_39395567,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,other evidence synthesis,mixed,llm_structured,mixed or unspecified chronic pain,unclear,rhetorical label,no,yes,yes,no,depression | negative affect | pain knowledge,biopsychosocial model,tokenistic_bps | vague_definition | missing_biology,pseudo-bps or partial signal,yes,medium,"BPS in title but not used substantively; bio domain missing (no anatomy/physiology); psych and social present. Delphi consensus, not systematic review.",llm_structured,deepseek/deepseek-v4-flash
A082_39326720,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,mixed,llm_structured,mixed or unspecified chronic pain,yes,intervention rationale,no,yes,yes,no,coping | cognitive skill training | active coping | cognitive-emotional processes | behavior change,,parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,high,"BPS used as intervention rationale for PIPT; psychological and social content substantive, biological minimal (exercise only). Hence pseudo-bps/partial signal.",llm_structured,deepseek/deepseek-v4-flash
A083_39266222,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,chronic postsurgical or posttraumatic pain,yes,background framing,no,yes,no,no,catastrophizing | depression | mental health disorders,biopsychosocial model,tokenistic_bps | vague_definition | missing_biology | missing_social,rhetorical label signal,yes,high,"Narrative review on risk factors for PPOU and CPSP. BPS mentioned as framework for CPSP but not used by review. Psychological content present, biological and social absent. Signal is rhetorical label.",llm_structured,deepseek/deepseek-v4-flash
A084_39237359,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,chronic secondary headache or orofacial pain,yes,explanatory framework,yes,yes,no,no,stress | psychological distress,,missing_social,pseudo-bps or partial signal,yes,high,TMDs as musculoskeletal condition; BPS used as explanatory framework for relationship with sexual function; social domain missing despite BPS language; partial signal.,llm_structured,deepseek/deepseek-v4-flash
A085_38856092,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,methodological,llm_structured,mixed or unspecified chronic pain,yes,unclear,no,no,no,yes,,,tokenistic_bps | vague_definition | missing_biology | missing_social,rhetorical label signal,yes,high,BPS not mentioned; abstract focuses on pain assessment tools for CP. No substantive bio/psych/social content. Typology: rhetorical label signal as BPS absent. Low priority for BPS review.,llm_structured,deepseek/deepseek-v4-flash
A086_39834401,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,conceptual,llm_structured,chronic primary pain,yes,organizing principle,yes,yes,no,no,coping | affect | exercise adherence,biopsychosocial framework,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,"BPS as organizing principle; bio and psych present, social absent; fibromyalgia is chronic primary pain; missing social flag.",llm_structured,deepseek/deepseek-v4-flash
A087_39652850,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,methodological,llm_structured,mixed or unspecified chronic pain,yes,rhetorical label,no,yes,yes,no,coping,,tokenistic_bps | vague_definition | missing_biology,rhetorical label signal,yes,high,BPS used as outcome category label; biology absent; psychological and social domains present but not integrated; tokenistic use.,llm_structured,deepseek/deepseek-v4-flash
A088_39639261,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,yes,intervention rationale,no,yes,yes,no,,biopsychosocial model,missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,BPS used to justify psychosocial care in orthopaedics; biological domain absent (no pathophysiology). Psychological and social domains substantively covered. Hence pseudo-BPS signal.,llm_structured,deepseek/deepseek-v4-flash
A089_39629040,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,background framing,yes,no,no,no,,biopsychosocial model,tokenistic_bps | missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,BPS mentioned only as background; only biological domain substantive. Missing psychological and social content. Typology: pseudo-bps.,llm_structured,deepseek/deepseek-v4-flash
A090_39624230,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,conceptual,llm_structured,mixed or unspecified chronic pain,unclear,explanatory framework,yes,yes,yes,no,catastrophizing | fear-avoidance | stress | fear avoidance | hypervigilance,biopsychosocial model,none,potential integrative signal,yes,medium,"All three domains substantively present with cross-domain explanation (overlapping mechanisms, vicious cycle). BPS used as explanatory framework. No conceptual problems evident.",llm_structured,deepseek/deepseek-v4-flash
A091_39468650,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,conceptual,llm_structured,chronic primary pain,yes,organizing principle,yes,yes,yes,no,fear-avoidance | coping | depression | anxiety | illness perception | stress | psychological distress | alexithymia | kinesiophobia | quality of life | suicidal risk | anger,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,"Scoping review comparing fibromyalgia and low back pain across pain, physiological, and psychological outcomes, with social support. Domains present but parallel; BPS used as organizing principle. Multifactorial signal.",llm_structured,deepseek/deepseek-v4-flash
A092_39445931,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,no,yes,no,no,acceptance | stress | cognitive behavioral therapy | acceptance and commitment therapy | mindfulness-based stress reduction | pain reprocessing therapy | biofeedback | hypnosis | chronic pain self-management | pain neuroscience education | relaxation response | integrative psychological treatment for centralized pain,biopsychosocial model,missing_social | missing_biology | tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,BPS invoked as guiding model but only psychology substantive; biology and social missing. Typology: pseudo-bps. Narrative review of psychological treatments; no systematic methods.,llm_structured,deepseek/deepseek-v4-flash
A093_39445929,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,chronic neuropathic pain,no,background framing,yes,no,yes,no,,biopsychosocial model,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,BPS as background framing; psychological domain absent despite social and biological content. Tokenistic. Neuropathic pain focus.,llm_structured,deepseek/deepseek-v4-flash
A094_39434197,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,systematic review,clinical,llm_structured,chronic postsurgical or posttraumatic pain,yes,background framing,no,yes,no,no,sense of control | patient expectations | mental health | opioid misuse,,missing_social | vague_definition | parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,high,BPS invoked as background; social domain absent despite mention; psychological predictors covered; biological not substantive; partial BPS signal.,llm_structured,deepseek/deepseek-v4-flash
A095_39353110,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,chronic primary pain,yes,intervention rationale,yes,yes,no,no,catastrophizing | depression | anxiety | stress | chronic stress | pain catastrophizing,biopsychosocial model,missing_social | tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,BPS used as intervention rationale for yoga in CLBP. Bio and psych domains present; social absent. Pseudo-BPS due to missing social and tokenistic use.,llm_structured,deepseek/deepseek-v4-flash
A096_39338018,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,mixed or unspecified chronic pain,unclear,intervention rationale,no,no,yes,no,,biopsychosocial model,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,medium,Narrative review invokes BPS as intervention rationale but lacks substantive biological or psychological content; social domain present. Tokenistic use of BPS.,llm_structured,deepseek/deepseek-v4-flash
A097_39288670,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,conceptual,llm_structured,mixed or unspecified chronic pain,yes,unclear,yes,yes,no,no,coping | self-management | coping strategies,,parallel_listing_without_integration | mechanistic_absence | missing_social,pseudo-bps or partial signal,yes,high,BPS listed as a topic but social domain absent; bio (neurophysiology) and psych (coping) present. Scoping review with no quality assessment. Parallel listing without integration.,llm_structured,deepseek/deepseek-v4-flash
A098_39200209,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,conceptual,llm_structured,chronic primary pain,yes,explanatory framework,yes,yes,no,no,stress | attachment,biopsychosocial model,missing_social,pseudo-bps or partial signal,yes,high,"BPS used as explanatory framework but social domain absent; psychological (attachment) and biological (oxytocin, C-tactile) present; missing social makes it partial BPS.",llm_structured,deepseek/deepseek-v4-flash
A099_39199580,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,narrative or expert review,clinical,llm_structured,chronic cancer-related pain,no,intervention rationale,no,yes,no,no,coping,biopsychosocial model,tokenistic_bps | missing_social | missing_biology | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,BPS label used as intervention rationale but only psychological content (coping) present; social and biological domains absent; hence pseudo-bps signal.,llm_structured,deepseek/deepseek-v4-flash
A100_39073865,1,DeepSeek-V4-Flash,DeepSeek,deepseek/deepseek-v4-flash,scoping or mapping review,clinical,llm_structured,mixed or unspecified chronic pain,yes,intervention rationale,yes,yes,no,yes,coping,biopsychosocial,missing_social | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,Scoping review of eHealth multimodal interventions for older adults with CNCP. BPS used as intervention rationale. Social domain missing; parallel listing of physical and psychosocial components without integration.,llm_structured,deepseek/deepseek-v4-flash
